filename : 10, Label: 27, Prediction: [ 0.83508587  0.08461527  0.01643439]
filename : 1284, Label: 5, Prediction: [ 0.92250508  0.03291593  0.01904168]
filename : 1291, Label: 13, Prediction: [ 0.88520497  0.07581105  0.02361374]
filename : 1309, Label: 11, Prediction: [ 0.93803459  0.02638001  0.00839602]
filename : 1316, Label: 24, Prediction: [ 0.70886588  0.1373287   0.10674608]
filename : 1321, Label: 26, Prediction: [  9.98341203e-01   6.17852900e-04   4.04737075e-04]
filename : 1327, Label: 11, Prediction: [ 0.48173243  0.16487683  0.16029248]
filename : 1340, Label: 7, Prediction: [ 0.33000973  0.27786848  0.15647487]
filename : 1350, Label: 14, Prediction: [ 0.9515093   0.01428128  0.01043322]
filename : 1363, Label: 23, Prediction: [ 0.93362796  0.05731489  0.0023951 ]
filename : 1371, Label: 5, Prediction: [ 0.96739286  0.01262727  0.00536592]
filename : 1379, Label: 19, Prediction: [ 0.91186529  0.04291103  0.01163033]
filename : 1386, Label: 8, Prediction: [ 0.7234394   0.21734078  0.01750483]
filename : 1393, Label: 4, Prediction: [ 0.78449756  0.08683449  0.08324745]
filename : 1396, Label: 20, Prediction: [ 0.9624514   0.03148971  0.004794  ]
filename : 1401, Label: 14, Prediction: [ 0.46086243  0.36211711  0.06907596]
filename : 141, Label: 6, Prediction: [ 0.69652051  0.10379146  0.0734175 ]
filename : 1420, Label: 27, Prediction: [ 0.51011235  0.29504803  0.09819026]
filename : 1428, Label: 2, Prediction: [ 0.95637304  0.02986202  0.00267456]
filename : 1436, Label: 1, Prediction: [ 0.70929933  0.10740852  0.06361992]
filename : 1449, Label: 2, Prediction: [ 0.14748883  0.14155741  0.1392187 ]
filename : 1455, Label: 22, Prediction: [ 0.40015897  0.26143304  0.20503345]
filename : 1457, Label: 22, Prediction: [ 0.72943944  0.07886636  0.05538716]
filename : 1466, Label: 5, Prediction: [ 0.40550449  0.22277273  0.09714694]
filename : 1475, Label: 8, Prediction: [ 0.60686702  0.17882076  0.04072576]
filename : 1482, Label: 24, Prediction: [  6.07911527e-01   3.91022235e-01   3.14147619e-04]
filename : 1491, Label: 28, Prediction: [ 0.33999068  0.31152016  0.30141389]
filename : 1501, Label: 7, Prediction: [ 0.56607825  0.31598228  0.05306749]
filename : 1511, Label: 5, Prediction: [ 0.86987382  0.09927764  0.01361248]
filename : 1521, Label: 13, Prediction: [  9.99292016e-01   6.06320275e-04   2.25227723e-05]
filename : 1526, Label: 25, Prediction: [ 0.43062487  0.27827594  0.05794986]
filename : 1533, Label: 6, Prediction: [ 0.59206283  0.19916865  0.05310628]
filename : 1539, Label: 23, Prediction: [  5.87206721e-01   4.11797374e-01   2.47747434e-04]
filename : 1548, Label: 9, Prediction: [ 0.69314611  0.188164    0.09415696]
filename : 1561, Label: 27, Prediction: [  9.99962926e-01   1.69478189e-05   1.09562425e-05]
filename : 157, Label: 11, Prediction: [ 0.73300135  0.15240942  0.05680727]
filename : 1575, Label: 6, Prediction: [ 0.59848338  0.19096002  0.04276707]
filename : 1583, Label: 14, Prediction: [ 0.49254149  0.4732039   0.00790455]
filename : 1585, Label: 16, Prediction: [ 0.60031426  0.31810743  0.03975625]
filename : 1592, Label: 25, Prediction: [ 0.58956945  0.27323294  0.06980065]
filename : 16, Label: 13, Prediction: [ 0.50851136  0.49016729  0.00054512]
filename : 1603, Label: 12, Prediction: [ 0.70798779  0.14451894  0.07122753]
filename : 1610, Label: 23, Prediction: [ 0.84208202  0.11091012  0.03773213]
filename : 1615, Label: 16, Prediction: [ 0.45155385  0.25632191  0.06594012]
filename : 1622, Label: 28, Prediction: [ 0.64936656  0.22497697  0.08896729]
filename : 163, Label: 12, Prediction: [ 0.60618073  0.14529362  0.08529583]
filename : 1633, Label: 16, Prediction: [ 0.69210339  0.18360953  0.05813305]
filename : 164, Label: 13, Prediction: [ 0.85942793  0.13492657  0.00484275]
filename : 1645, Label: 17, Prediction: [ 0.91432387  0.03935037  0.01477011]
filename : 1660, Label: 11, Prediction: [ 0.54777443  0.1822219   0.09482415]
filename : 1666, Label: 1, Prediction: [ 0.76423186  0.08522141  0.0593814 ]
filename : 1672, Label: 10, Prediction: [ 0.40773973  0.3948116   0.12566103]
filename : 168, Label: 4, Prediction: [ 0.97895736  0.00813776  0.00311499]
filename : 1689, Label: 24, Prediction: [ 0.60136503  0.2187196   0.04661186]
filename : 1691, Label: 23, Prediction: [ 0.61824232  0.24295294  0.02749075]
filename : 170, Label: 27, Prediction: [  9.99992609e-01   2.24184146e-06   1.97017539e-06]
filename : 1704, Label: 22, Prediction: [ 0.70028245  0.15636632  0.038441  ]
filename : 1712, Label: 6, Prediction: [ 0.99033606  0.00315728  0.00286499]
filename : 1721, Label: 16, Prediction: [ 0.88149142  0.10903142  0.00496256]
filename : 173, Label: 16, Prediction: [ 0.51695871  0.13009953  0.104576  ]
filename : 1740, Label: 3, Prediction: [ 0.66097599  0.11024074  0.10902166]
filename : 1754, Label: 5, Prediction: [ 0.63438416  0.10703029  0.07154862]
filename : 1759, Label: 6, Prediction: [ 0.9757145   0.00748133  0.00544427]
filename : 1766, Label: 27, Prediction: [  9.99943256e-01   2.39140099e-05   7.00832697e-06]
filename : 1777, Label: 1, Prediction: [ 0.91249382  0.03912273  0.01440407]
filename : 1784, Label: 14, Prediction: [ 0.74185127  0.08484073  0.05237594]
filename : 1790, Label: 10, Prediction: [  9.98472869e-01   7.63165008e-04   2.37885062e-04]
filename : 18, Label: 22, Prediction: [ 0.68474907  0.14526609  0.08533335]
filename : 1804, Label: 26, Prediction: [  9.98514712e-01   5.75265090e-04   4.72662738e-04]
filename : 1815, Label: 24, Prediction: [ 0.57190353  0.26166496  0.13143075]
filename : 1817, Label: 15, Prediction: [ 0.23507816  0.17468333  0.1481638 ]
filename : 1826, Label: 21, Prediction: [ 0.81760687  0.06585711  0.02661589]
filename : 1834, Label: 26, Prediction: [ 0.99187523  0.00495272  0.00162591]
filename : 1842, Label: 16, Prediction: [ 0.74211752  0.17076522  0.01953455]
filename : 1848, Label: 14, Prediction: [ 0.96455783  0.0137609   0.0097436 ]
filename : 1855, Label: 13, Prediction: [ 0.44679683  0.20597088  0.18115391]
filename : 1864, Label: 5, Prediction: [ 0.91639495  0.05737946  0.01577217]
filename : 1879, Label: 5, Prediction: [ 0.48316675  0.24391934  0.14830607]
filename : 1881, Label: 1, Prediction: [ 0.43142465  0.23128326  0.13847911]
filename : 1892, Label: 18, Prediction: [ 0.3574017   0.16131894  0.10305741]
filename : 1900, Label: 27, Prediction: [  9.99996185e-01   1.28362365e-06   1.24032294e-06]
filename : 1908, Label: 8, Prediction: [ 0.60180598  0.21828268  0.10320875]
filename : 1923, Label: 5, Prediction: [ 0.78275657  0.10984304  0.03474813]
filename : 1929, Label: 14, Prediction: [ 0.43835914  0.36069945  0.06179791]
filename : 1939, Label: 5, Prediction: [ 0.53747576  0.07457151  0.06988567]
filename : 1945, Label: 2, Prediction: [ 0.2929683   0.24441074  0.19293706]
filename : 1948, Label: 24, Prediction: [ 0.90765887  0.02676845  0.02265692]
filename : 1960, Label: 29, Prediction: [ 0.50225824  0.31178084  0.16202486]
filename : 1969, Label: 13, Prediction: [ 0.87846094  0.0505139   0.02704563]
filename : 1979, Label: 19, Prediction: [ 0.4579179   0.23376283  0.09516814]
filename : 1988, Label: 20, Prediction: [ 0.94876403  0.04280107  0.00434094]
filename : 1997, Label: 11, Prediction: [ 0.73560369  0.18914978  0.06176564]
filename : 2001, Label: 3, Prediction: [ 0.75295007  0.10324349  0.02996263]
filename : 2013, Label: 5, Prediction: [ 0.71419227  0.21555497  0.01703618]
filename : 2014, Label: 16, Prediction: [ 0.37098369  0.32083592  0.071585  ]
filename : 2021, Label: 5, Prediction: [ 0.97730708  0.01502355  0.00531055]
filename : 2029, Label: 15, Prediction: [ 0.61345875  0.3203114   0.04489341]
filename : 2038, Label: 2, Prediction: [ 0.42290598  0.41315478  0.05220544]
filename : 2046, Label: 9, Prediction: [ 0.95293015  0.02934438  0.01224535]
filename : 2054, Label: 28, Prediction: [ 0.46803963  0.39209312  0.02995759]
filename : 2066, Label: 29, Prediction: [ 0.91220492  0.0668748   0.0197682 ]
filename : 2076, Label: 28, Prediction: [ 0.94577104  0.02760323  0.01704633]
filename : 2078, Label: 14, Prediction: [ 0.36244103  0.29103789  0.20785266]
filename : 2091, Label: 5, Prediction: [ 0.60401237  0.11390267  0.08399638]
filename : 21, Label: 21, Prediction: [  9.88362134e-01   1.05812121e-02   2.86381779e-04]
filename : 2108, Label: 11, Prediction: [ 0.79900157  0.05856142  0.04201518]
filename : 2117, Label: 11, Prediction: [ 0.21872859  0.20618939  0.18384115]
filename : 2131, Label: 2, Prediction: [ 0.92635238  0.01710319  0.01541967]
filename : 2138, Label: 14, Prediction: [ 0.97518051  0.00976876  0.00479103]
filename : 2149, Label: 25, Prediction: [ 0.82727563  0.03678366  0.02274091]
filename : 2151, Label: 18, Prediction: [ 0.6991654   0.12078087  0.06770533]
filename : 2158, Label: 22, Prediction: [  9.99994040e-01   3.67390749e-06   9.12585904e-07]
filename : 2167, Label: 14, Prediction: [ 0.43821928  0.11230315  0.1066379 ]
filename : 2174, Label: 23, Prediction: [ 0.77321601  0.14125243  0.02274318]
filename : 2183, Label: 29, Prediction: [ 0.98836398  0.00268393  0.00190804]
filename : 2191, Label: 13, Prediction: [  9.99993086e-01   3.94523113e-06   2.27448572e-06]
filename : 2197, Label: 14, Prediction: [ 0.42950913  0.35434806  0.11731764]
filename : 2201, Label: 29, Prediction: [ 0.64832574  0.26183933  0.05352887]
filename : 2202, Label: 2, Prediction: [  9.94340897e-01   1.22909644e-03   9.47527529e-04]
filename : 221, Label: 15, Prediction: [ 0.84752589  0.05451529  0.0432342 ]
filename : 2218, Label: 4, Prediction: [ 0.76048881  0.19532201  0.01175357]
filename : 2228, Label: 22, Prediction: [ 0.98212254  0.00748791  0.00182636]
filename : 2238, Label: 8, Prediction: [ 0.72108662  0.17733194  0.06771941]
filename : 2248, Label: 21, Prediction: [ 0.82783508  0.04980434  0.04557018]
filename : 2256, Label: 26, Prediction: [ 0.87739712  0.06208579  0.0541087 ]
filename : 2265, Label: 14, Prediction: [ 0.85543025  0.06615861  0.05378176]
filename : 2266, Label: 9, Prediction: [ 0.51168013  0.45567107  0.01720058]
filename : 2278, Label: 9, Prediction: [ 0.75397992  0.12470303  0.03773466]
filename : 2287, Label: 17, Prediction: [  9.99826372e-01   8.24173767e-05   8.16699248e-05]
filename : 2297, Label: 2, Prediction: [ 0.36101058  0.2254694   0.07764437]
filename : 2300, Label: 25, Prediction: [ 0.53988039  0.29940313  0.0658185 ]
filename : 2312, Label: 23, Prediction: [ 0.54240674  0.37679806  0.07054049]
filename : 2327, Label: 12, Prediction: [ 0.97669798  0.0137935   0.00354544]
filename : 2336, Label: 16, Prediction: [ 0.71885866  0.05732126  0.05335247]
filename : 2337, Label: 28, Prediction: [ 0.7894333   0.14517754  0.01550089]
filename : 2344, Label: 2, Prediction: [ 0.4368234   0.23567872  0.13691904]
filename : 2351, Label: 29, Prediction: [ 0.48337913  0.4743793   0.0244849 ]
filename : 2364, Label: 14, Prediction: [ 0.93232071  0.05841798  0.00599197]
filename : 2371, Label: 13, Prediction: [ 0.89804298  0.05843192  0.02731223]
filename : 2380, Label: 13, Prediction: [ 0.96580839  0.01642667  0.0067769 ]
filename : 2389, Label: 25, Prediction: [ 0.50194591  0.22776081  0.17238078]
filename : 2402, Label: 14, Prediction: [ 0.47529635  0.27794003  0.11637654]
filename : 2403, Label: 29, Prediction: [ 0.86701846  0.12675276  0.00166819]
filename : 2414, Label: 13, Prediction: [  9.90727425e-01   8.85757897e-03   2.00626018e-04]
filename : 242, Label: 12, Prediction: [ 0.44233733  0.29251015  0.19578788]
filename : 2433, Label: 15, Prediction: [ 0.65742946  0.20639995  0.08906066]
filename : 2446, Label: 19, Prediction: [ 0.82329583  0.05452647  0.05004304]
filename : 2453, Label: 11, Prediction: [ 0.75977111  0.07068522  0.04663142]
filename : 246, Label: 29, Prediction: [ 0.62521982  0.19346294  0.15273078]
filename : 2467, Label: 5, Prediction: [ 0.96235657  0.01251042  0.00884623]
filename : 2470, Label: 13, Prediction: [  5.91262579e-01   4.07182723e-01   3.59301106e-04]
filename : 2477, Label: 12, Prediction: [ 0.84951913  0.09848661  0.0135864 ]
filename : 2484, Label: 27, Prediction: [ 0.95661801  0.0229693   0.01119234]
filename : 2499, Label: 19, Prediction: [ 0.35940906  0.31012371  0.18732166]
filename : 251, Label: 14, Prediction: [ 0.79568547  0.1191334   0.04081158]
filename : 2515, Label: 2, Prediction: [ 0.79128367  0.17081183  0.02547958]
filename : 2523, Label: 17, Prediction: [ 0.45195007  0.15408583  0.14341575]
filename : 2541, Label: 6, Prediction: [ 0.94915265  0.04872452  0.00148425]
filename : 2542, Label: 29, Prediction: [ 0.92429483  0.07228129  0.00184263]
filename : 2553, Label: 4, Prediction: [ 0.70619541  0.14049439  0.09996131]
filename : 2569, Label: 6, Prediction: [  9.96865571e-01   1.56308804e-03   5.32752019e-04]
filename : 2574, Label: 28, Prediction: [ 0.37617397  0.25740671  0.15422881]
filename : 2580, Label: 9, Prediction: [ 0.75672919  0.15992865  0.06839593]
filename : 2585, Label: 1, Prediction: [  9.91964817e-01   6.60788734e-03   6.11733762e-04]
filename : 26, Label: 13, Prediction: [ 0.87881792  0.09961484  0.01916945]
filename : 2607, Label: 14, Prediction: [ 0.23848382  0.18747345  0.12138116]
filename : 2608, Label: 6, Prediction: [ 0.98430079  0.00402707  0.00400051]
filename : 2618, Label: 28, Prediction: [ 0.49804294  0.28729391  0.14073549]
filename : 2630, Label: 9, Prediction: [ 0.94837046  0.02263625  0.00614475]
filename : 264, Label: 19, Prediction: [ 0.17207998  0.12478394  0.11315587]
filename : 2650, Label: 10, Prediction: [ 0.50664711  0.31491098  0.06237371]
filename : 266, Label: 22, Prediction: [ 0.64209944  0.11954231  0.08969092]
filename : 2668, Label: 16, Prediction: [ 0.37851146  0.24639134  0.20250279]
filename : 2675, Label: 11, Prediction: [  9.62435842e-01   3.43521833e-02   7.37978145e-04]
filename : 2676, Label: 28, Prediction: [ 0.50849479  0.14193204  0.10900947]
filename : 2681, Label: 16, Prediction: [ 0.43334645  0.14926472  0.06431727]
filename : 2686, Label: 9, Prediction: [ 0.68274266  0.17461091  0.10026302]
filename : 2699, Label: 19, Prediction: [ 0.68690902  0.1163717   0.03533693]
filename : 2711, Label: 11, Prediction: [ 0.39031661  0.27752113  0.22497918]
filename : 2726, Label: 6, Prediction: [ 0.7305268   0.20384026  0.05195586]
filename : 2734, Label: 8, Prediction: [ 0.65871942  0.16774318  0.10120803]
filename : 274, Label: 17, Prediction: [ 0.75942624  0.07914433  0.03739016]
filename : 2740, Label: 11, Prediction: [ 0.72331232  0.09597915  0.05949305]
filename : 2750, Label: 24, Prediction: [ 0.64524496  0.15023822  0.05853935]
filename : 2765, Label: 10, Prediction: [ 0.70927328  0.13018207  0.11288374]
filename : 2773, Label: 14, Prediction: [ 0.98994291  0.00770348  0.00175877]
filename : 2789, Label: 18, Prediction: [ 0.57037914  0.24045011  0.12732421]
filename : 2797, Label: 22, Prediction: [ 0.98024029  0.00663409  0.00278358]
filename : 2805, Label: 14, Prediction: [ 0.52284843  0.23854022  0.117382  ]
filename : 2813, Label: 12, Prediction: [ 0.55697173  0.26685107  0.10772087]
filename : 2815, Label: 29, Prediction: [ 0.44227949  0.26811191  0.15136425]
filename : 2822, Label: 26, Prediction: [ 0.39023954  0.27596897  0.13177466]
filename : 2830, Label: 27, Prediction: [ 0.83864588  0.0776443   0.06892733]
filename : 2838, Label: 6, Prediction: [ 0.92069334  0.05259321  0.01243125]
filename : 2845, Label: 21, Prediction: [ 0.55544466  0.13321587  0.10356042]
filename : 2858, Label: 4, Prediction: [ 0.73771572  0.09025361  0.06057318]
filename : 2869, Label: 9, Prediction: [ 0.31790423  0.27852017  0.24017647]
filename : 2877, Label: 9, Prediction: [ 0.61003649  0.12309866  0.07007454]
filename : 2878, Label: 25, Prediction: [ 0.43049034  0.1077036   0.09182129]
filename : 2894, Label: 22, Prediction: [ 0.97269338  0.00762207  0.00508946]
filename : 2902, Label: 17, Prediction: [ 0.95826143  0.01049321  0.00804332]
filename : 2912, Label: 13, Prediction: [  9.99168515e-01   7.98229768e-04   8.02399973e-06]
filename : 292, Label: 7, Prediction: [ 0.23612061  0.1808719   0.17174606]
filename : 293, Label: 27, Prediction: [  9.99918461e-01   7.81295385e-05   1.18141531e-06]
filename : 2940, Label: 15, Prediction: [ 0.98839021  0.00747787  0.00172304]
filename : 2946, Label: 8, Prediction: [ 0.17186454  0.16593887  0.09851854]
filename : 2948, Label: 14, Prediction: [ 0.44076955  0.1476382   0.10426739]
filename : 2956, Label: 4, Prediction: [ 0.87508559  0.06856178  0.02104563]
filename : 2964, Label: 7, Prediction: [ 0.39821595  0.12510154  0.10826548]
filename : 2970, Label: 3, Prediction: [ 0.48985735  0.1421162   0.11284221]
filename : 2983, Label: 13, Prediction: [ 0.35065195  0.17276622  0.14243217]
filename : 2993, Label: 22, Prediction: [ 0.69243765  0.11713679  0.07979987]
filename : 3000, Label: 24, Prediction: [ 0.52573454  0.31818557  0.10124622]
filename : 3011, Label: 15, Prediction: [ 0.68813187  0.11754097  0.05155928]
filename : 3013, Label: 1, Prediction: [ 0.28484687  0.26695481  0.25688481]
filename : 3021, Label: 15, Prediction: [ 0.72717255  0.1235258   0.0650813 ]
filename : 3026, Label: 16, Prediction: [ 0.30449411  0.25601494  0.1493139 ]
filename : 3034, Label: 29, Prediction: [ 0.96162015  0.01578265  0.01479995]
filename : 3042, Label: 6, Prediction: [ 0.36365014  0.34516841  0.08341181]
filename : 305, Label: 29, Prediction: [ 0.91944665  0.05453673  0.00560868]
filename : 3059, Label: 25, Prediction: [ 0.30424669  0.2165045   0.16873267]
filename : 3063, Label: 3, Prediction: [ 0.67046112  0.12704192  0.06504691]
filename : 3064, Label: 26, Prediction: [ 0.79087365  0.16887765  0.02148153]
filename : 307, Label: 29, Prediction: [  9.98234034e-01   8.05614574e-04   3.00007989e-04]
filename : 3083, Label: 11, Prediction: [ 0.54788846  0.26041445  0.07589559]
filename : 3091, Label: 15, Prediction: [ 0.61569643  0.13483085  0.05501351]
filename : 31, Label: 24, Prediction: [ 0.5976913   0.05451157  0.05034186]
filename : 3108, Label: 8, Prediction: [ 0.37076423  0.23032503  0.07528547]
filename : 3119, Label: 22, Prediction: [ 0.72236842  0.25008568  0.01257232]
filename : 3125, Label: 5, Prediction: [ 0.83088702  0.10919366  0.02190785]
filename : 3126, Label: 17, Prediction: [ 0.51208639  0.22488229  0.13952097]
filename : 3132, Label: 24, Prediction: [ 0.95385182  0.03350459  0.00932748]
filename : 3139, Label: 2, Prediction: [ 0.73604929  0.20804091  0.02457433]
filename : 3148, Label: 25, Prediction: [ 0.74102944  0.19635543  0.02593054]
filename : 3157, Label: 8, Prediction: [ 0.86222523  0.0654282   0.03075914]
filename : 3161, Label: 2, Prediction: [ 0.54521084  0.17162421  0.05817338]
filename : 3168, Label: 16, Prediction: [ 0.9219141   0.05626182  0.01009864]
filename : 3177, Label: 4, Prediction: [ 0.50365859  0.24819881  0.17245549]
filename : 3179, Label: 10, Prediction: [ 0.8907069   0.0581079   0.03950754]
filename : 3187, Label: 27, Prediction: [ 0.63197845  0.28382066  0.03657198]
filename : 3195, Label: 14, Prediction: [ 0.96384257  0.02235628  0.00372264]
filename : 3200, Label: 2, Prediction: [ 0.82298613  0.08155992  0.0686423 ]
filename : 321, Label: 15, Prediction: [ 0.33167708  0.25206581  0.15823907]
filename : 3218, Label: 19, Prediction: [ 0.59185338  0.38091412  0.01207099]
filename : 3232, Label: 23, Prediction: [ 0.99473166  0.00270346  0.00135002]
filename : 3240, Label: 13, Prediction: [ 0.42142144  0.27146736  0.1587856 ]
filename : 3242, Label: 23, Prediction: [ 0.84713542  0.04773283  0.04316714]
filename : 3248, Label: 6, Prediction: [ 0.36521411  0.30141482  0.12648153]
filename : 3256, Label: 22, Prediction: [ 0.7470507   0.12121055  0.07885942]
filename : 3262, Label: 27, Prediction: [ 0.82970774  0.08402675  0.02224696]
filename : 3276, Label: 6, Prediction: [ 0.69942671  0.11436933  0.0791913 ]
filename : 3283, Label: 3, Prediction: [ 0.60238802  0.12985781  0.10066362]
filename : 3291, Label: 14, Prediction: [  9.98434365e-01   6.42468629e-04   3.73649673e-04]
filename : 3300, Label: 13, Prediction: [  9.97472346e-01   2.41431571e-03   7.37682276e-05]
filename : 3301, Label: 19, Prediction: [ 0.43618479  0.26372361  0.11485501]
filename : 3310, Label: 29, Prediction: [ 0.82108748  0.09148882  0.06453589]
filename : 3322, Label: 27, Prediction: [ 0.29950327  0.23389685  0.12315282]
filename : 3331, Label: 29, Prediction: [ 0.83651131  0.07138854  0.05328709]
filename : 3348, Label: 23, Prediction: [ 0.96626472  0.0249968   0.00497355]
filename : 3352, Label: 19, Prediction: [ 0.62284565  0.10853461  0.08763722]
filename : 3364, Label: 28, Prediction: [ 0.53573078  0.15218493  0.11029395]
filename : 3377, Label: 10, Prediction: [ 0.3312833   0.17060001  0.15071513]
filename : 3380, Label: 1, Prediction: [ 0.82637501  0.14746659  0.00858957]
filename : 339, Label: 14, Prediction: [ 0.3706488   0.2365983   0.12652183]
filename : 3395, Label: 19, Prediction: [ 0.89940321  0.02750309  0.02307298]
filename : 3410, Label: 29, Prediction: [ 0.31100598  0.15269494  0.11529598]
filename : 3416, Label: 25, Prediction: [ 0.65025026  0.18403307  0.06717499]
filename : 3421, Label: 22, Prediction: [ 0.81827611  0.0696445   0.05885848]
filename : 3433, Label: 4, Prediction: [ 0.98474747  0.00958412  0.00215185]
filename : 344, Label: 27, Prediction: [  9.99998331e-01   5.15353690e-07   2.78120666e-07]
filename : 3440, Label: 6, Prediction: [ 0.42891729  0.2068084   0.10583756]
filename : 3448, Label: 16, Prediction: [ 0.95545703  0.02250295  0.01389399]
filename : 3454, Label: 27, Prediction: [ 0.33852324  0.23673236  0.17589168]
filename : 3462, Label: 16, Prediction: [ 0.27536768  0.20704292  0.12198164]
filename : 347, Label: 6, Prediction: [ 0.34439757  0.26464567  0.07514392]
filename : 3474, Label: 3, Prediction: [ 0.97476429  0.00893135  0.00589992]
filename : 3482, Label: 16, Prediction: [ 0.97644901  0.00742221  0.00335592]
filename : 3489, Label: 23, Prediction: [  9.90216851e-01   9.10470914e-03   3.34817509e-04]
filename : 3491, Label: 12, Prediction: [ 0.80845219  0.03333568  0.02548299]
filename : 350, Label: 3, Prediction: [ 0.8978945   0.08422451  0.01412951]
filename : 3506, Label: 17, Prediction: [ 0.92589206  0.05942939  0.00573738]
filename : 3519, Label: 29, Prediction: [ 0.69901639  0.17578244  0.07493778]
filename : 3523, Label: 17, Prediction: [ 0.49041691  0.23490965  0.13513738]
filename : 3535, Label: 5, Prediction: [ 0.92033702  0.04803298  0.01459042]
filename : 3547, Label: 19, Prediction: [ 0.70494145  0.19430973  0.02285788]
filename : 3551, Label: 28, Prediction: [ 0.34777915  0.11192714  0.10879672]
filename : 3553, Label: 14, Prediction: [  9.95811939e-01   1.89368869e-03   7.72216765e-04]
filename : 3561, Label: 21, Prediction: [ 0.91360331  0.02661138  0.01948027]
filename : 357, Label: 13, Prediction: [ 0.85166717  0.04803495  0.03419889]
filename : 3581, Label: 19, Prediction: [ 0.90222436  0.05561037  0.03711777]
filename : 3589, Label: 7, Prediction: [ 0.59966296  0.20079862  0.15650143]
filename : 3596, Label: 8, Prediction: [ 0.46571326  0.28978342  0.08692036]
filename : 3605, Label: 27, Prediction: [ 0.52002579  0.36836025  0.03188524]
filename : 3614, Label: 22, Prediction: [  9.92884278e-01   5.06862020e-03   7.60782626e-04]
filename : 3616, Label: 5, Prediction: [ 0.44853675  0.25687486  0.08699957]
filename : 3630, Label: 10, Prediction: [ 0.9128446   0.02897453  0.02129367]
filename : 3645, Label: 7, Prediction: [ 0.67648369  0.21672979  0.02332062]
filename : 3650, Label: 6, Prediction: [ 0.51379752  0.40389097  0.02892308]
filename : 3657, Label: 23, Prediction: [ 0.93898916  0.04568031  0.01019546]
filename : 3668, Label: 23, Prediction: [ 0.45031115  0.19512817  0.11780723]
filename : 3676, Label: 3, Prediction: [ 0.75703937  0.14330158  0.04121031]
filename : 3682, Label: 23, Prediction: [ 0.54450041  0.39488468  0.01828262]
filename : 3686, Label: 28, Prediction: [ 0.31233039  0.3039659   0.2630603 ]
filename : 3693, Label: 20, Prediction: [ 0.90120518  0.09298277  0.00366012]
filename : 3706, Label: 18, Prediction: [ 0.19157481  0.18674058  0.15530577]
filename : 3714, Label: 4, Prediction: [ 0.98638725  0.00973711  0.00125118]
filename : 3727, Label: 17, Prediction: [  9.99781311e-01   1.74166329e-04   2.86095928e-05]
